id;relation;mots;mots_rel;Label
1266;(('EG', 'NOUN'), ('root',));('Cuisine', 'aménagée', 'et', 'salle', 'd', 'eau', 'moderne', ',', 'cave', ',', 'proche', 'de', 'toutes', 'commodités');('commodités', 'Cuisine');0
1966;(('EG', 'NOUN'), ('conj',));('commodités', 'et', 'Jean Médecin', ',', 'cuisine');('commodités', 'cuisine');0
1267;(('EG', 'NOUN', 'ADJ'), ('root', 'amod'));('Cuisine', 'aménagée', 'et', 'salle', 'd', 'eau', 'moderne', ',', 'cave', ',', 'proche', 'de', 'toutes', 'commodités');('commodités', 'Cuisine', 'aménagée');0
1969;(('EG', 'NOUN', 'ADJ'), ('conj', 'amod'));('commodités', 'et', 'Jean Médecin', ',', 'cuisine', 'indépendante');('commodités', 'cuisine', 'indépendante');0
2114;(('EG', 'ADJ'), ('nmod',));('commodités', 'TRIPLEX', 'T5', 'en', 'DERNIER');('commodités', 'DERNIER');0
158;(('EG', 'ADJ'), ('amod',));('Commodités', 'diverses');('Commodités', 'diverses');1
5939;(('EG', 'EG', 'ADJ'), ('root', 'amod'));('Emplacement', 'idéal', 'proche', 'des', 'commodités');('commodités', 'Emplacement', 'idéal');0
2112;(('EG', 'NOUN'), ('appos',));('commodités', 'TRIPLEX', 'T5', 'en', 'DERNIER', 'ETAGE');('commodités', 'ETAGE');0
3304;(('EG', 'ADJ'), ('amod',));('commodités', 'Garage', 'fermé');('commodités', 'fermé');0
3303;(('EG', 'NOUN'), ('appos',));('commodités', 'Garage');('commodités', 'Garage');0
6138;(('EG', 'ET', 'NUM'), ('nmod', 'nummod'));('commodités', 'à', '15', 'km', 'de', 'Cannes', '12', 'km');('commodités', 'km', '12');0
6137;(('EG', 'ET', 'NUM'), ('nmod', 'nummod'));('commodités', 'à', '15', 'km');('commodités', 'km', '15');0
4733;(('EG', 'NOUN'), ('conj',));('commodités', 'et', 'des', 'plages', ',', 'la', 'luminosité');('commodités', 'luminosité');0
918;(('EG', 'ET', 'NUM'), ('conj', 'nummod'));('commodités', ',', 'de', 'le', 'Port', 'et', 'à', '450', 'm');('commodités', 'm', '450');0
2800;(('EG', 'ET', 'NUM'), ('conj', 'nummod'));('commodités', ',', 'de', 'le', 'Port', 'et', 'à', '450', 'm');('commodités', 'm', '450');0
2818;(('EG', 'ET', 'NUM'), ('conj', 'nummod'));('commodités', ',', 'de', 'le', 'Port', 'et', 'à', '450', 'm');('commodités', 'm', '450');0
3633;(('EG', 'ET', 'NUM'), ('nmod', 'nummod'));('commodités', '(', 'tous', 'commerces', ',', 'tous', 'transports', 'et', 'activités sportives', ')', 'à', '600', 'm');('commodités', 'm', '600');0
1064;(('EG', 'ET', 'NUM'), ('nmod', 'nummod'));('commodités', 'à', '50', 'mètres');('commodités', 'mètres', '50');0
5268;(('EG', 'NOUN'), ('conj',));('commodités', ',', 'sur', '1200', 'm²');('commodités', 'm²');0
5274;(('EG', 'NOUN', 'NUM'), ('conj', 'nummod'));('commodités', ',', 'sur', '1200', 'm²');('commodités', 'm²', '1200');0
4904;(('EG', 'ADJ'), ('amod',));('nombreuses', 'commodités');('commodités', 'nombreuses');1
2904;(('EG', 'NOUN'), ('conj',));('commodités', ',', '2', 'pièces');('commodités', 'pièces');0
3133;(('EG', 'NOUN'), ('appos',));('commodités', ',', 'beau', '3', 'pièces');('commodités', 'pièces');0
4494;(('EG', 'NOUN'), ('conj',));('commodités', ',', 'agréable', '3', 'pièces');('commodités', 'pièces');0
5076;(('EG', 'NOUN'), ('appos',));('commodités', 'un', 'beau', 'trois', 'pièces');('commodités', 'pièces');0
2905;(('EG', 'NOUN', 'NUM'), ('conj', 'nummod'));('commodités', ',', '2', 'pièces');('commodités', 'pièces', '2');0
3135;(('EG', 'NOUN', 'NUM'), ('appos', 'nummod'));('commodités', ',', 'beau', '3', 'pièces');('commodités', 'pièces', '3');0
4496;(('EG', 'NOUN', 'NUM'), ('conj', 'nummod'));('commodités', ',', 'agréable', '3', 'pièces');('commodités', 'pièces', '3');0
4495;(('EG', 'NOUN', 'ADJ'), ('conj', 'amod'));('commodités', ',', 'agréable', '3', 'pièces');('commodités', 'pièces', 'agréable');0
3134;(('EG', 'NOUN', 'ADJ'), ('appos', 'amod'));('commodités', ',', 'beau', '3', 'pièces');('commodités', 'pièces', 'beau');0
5077;(('EG', 'NOUN', 'ADJ'), ('appos', 'amod'));('commodités', 'un', 'beau', 'trois', 'pièces');('commodités', 'pièces', 'beau');0
5079;(('EG', 'NOUN', 'NUM'), ('appos', 'nummod'));('commodités', 'un', 'beau', 'trois', 'pièces');('commodités', 'pièces', 'trois');0
5203;(('EG', 'NOUN'), ('appos',));('commodités', 'Réf');('commodités', 'Réf');0
1968;(('EG', 'NOUN'), ('conj',));('commodités', 'et', 'Jean Médecin', ',', 'cuisine', 'indépendante', ',', 'une', 'chambre', 'et', 'une', 'salle');('commodités', 'salle');0
5067;(('EG', 'NOUN'), ('appos',));('commodités', '(', 'arrêt tramway', 'ALSACE LORRAINE', ')', 'grand', 'studio');('commodités', 'studio');0
5069;(('EG', 'NOUN', 'ADJ'), ('appos', 'amod'));('commodités', '(', 'arrêt tramway', 'ALSACE LORRAINE', ')', 'grand', 'studio');('commodités', 'studio', 'grand');0
5070;(('EG', 'NOUN', 'ADJ'), ('appos', 'amod'));('commodités', '(', 'arrêt tramway', 'ALSACE LORRAINE', ')', 'grand', 'studio', 'meublé');('commodités', 'studio', 'meublé');0
6174;(('EG', 'ADJ'), ('amod',));('commodités', 'telles');('commodités', 'telles');0
628;(('EG', 'NOUN'), ('appos',));('commodités', ',', 'très', 'beau', 'terrain');('commodités', 'terrain');0
631;(('EG', 'NOUN', 'ADJ'), ('appos', 'amod'));('commodités', ',', 'très', 'beau', 'terrain', 'plat', 'aménagée');('commodités', 'terrain', 'aménagée');0
629;(('EG', 'NOUN', 'ADJ'), ('appos', 'amod'));('commodités', ',', 'très', 'beau', 'terrain');('commodités', 'terrain', 'beau');0
630;(('EG', 'NOUN', 'ADJ'), ('appos', 'amod'));('commodités', ',', 'très', 'beau', 'terrain', 'plat');('commodités', 'terrain', 'plat');0
5184;(('EG', 'NOUN'), ('appos',));('commodités', ',', 'TRAM');('commodités', 'TRAM');0
2113;(('EG', 'ADJ'), ('appos',));('commodités', 'TRIPLEX');('commodités', 'TRIPLEX');0
5269;(('EG', 'NOUN'), ('conj',));('commodités', ',', 'sur', '1200', 'm²', 'de', 'terrain', ',', 'très', 'belle', 'villa');('commodités', 'villa');0
5271;(('EG', 'NOUN', 'ADJ'), ('conj', 'amod'));('commodités', ',', 'sur', '1200', 'm²', 'de', 'terrain', ',', 'très', 'belle', 'villa');('commodités', 'villa', 'belle');0
4738;(('EG', 'ET', 'ADJ'), ('conj', 'amod'));('commodités', 'et', 'des', 'plages', ',', 'la', 'luminosité', 'et', 'la', 'sublime', 'vue', 'panoramique');('commodités', 'vue', 'panoramique');0
4737;(('EG', 'ET', 'ADJ'), ('conj', 'amod'));('commodités', 'et', 'des', 'plages', ',', 'la', 'luminosité', 'et', 'la', 'sublime', 'vue');('commodités', 'vue', 'sublime');0
2036;(('EG', 'EG', 'ADJ'), ('flat:name', 'flat:name'));('COMMODITÉ', 'STATIONNEMENT', 'FACILE');('COMMODITÉ', 'STATIONNEMENT', 'FACILE');0
2989;(('EG', 'NOUN'), ('nmod',));('COMMODITES', 'A', 'PIED');('COMMODITES', 'PIED');0
2993;(('EG', 'NOUN'), ('nmod',));('COMMODITES', 'A', 'PIED');('COMMODITES', 'PIED');0
4380;(('EG', 'NOUN'), ('root',));('VITRAGE', 'PROCHE', 'DES', 'COMMODITES');('COMMODITES', 'VITRAGE');0
4381;(('EG', 'NOUN', 'ADJ'), ('root', 'amod'));('DOUBLE', 'VITRAGE', 'PROCHE', 'DES', 'COMMODITES');('COMMODITES', 'VITRAGE', 'DOUBLE');0
176;(('EG', 'NOUN'), ('conj',));('commune', 'de', 'st paul de vence', 'facile', 'd', 'acces', 'en', '3', 't5', 'mais', 'pas', 'en', 'camion');('commune', 'camion');0
178;(('EG', 'NOUN', 'ADJ'), ('conj', 'amod'));('commune', 'de', 'st paul de vence', 'facile', 'd', 'acces', 'en', '3', 't5', 'mais', 'pas', 'en', 'camion', 'accessible');('commune', 'camion', 'accessible');0
3307;(('EG', 'ADJ'), ('amod',));('douce', 'commune');('commune', 'douce');1
3321;(('EG', 'ADJ'), ('amod',));('douce', 'commune');('commune', 'douce');1
177;(('EG', 'ADJ'), ('amod',));('commune', 'de', 'st paul de vence', 'facile');('commune', 'facile');0
2533;(('EG', 'NOUN'), ('nmod',));('commune', 'de', 'Cannes', 'avec', 'Piscine');('commune', 'Piscine');0
6169;(('EG', 'ET', 'ADJ'), ('nmod', 'amod'));('commune', 'de', 'Golfe Juan', ',', 'à', 'proximité', 'directe');('commune', 'proximité', 'directe');0
2126;(('NOUN', 'EG'), ('nmod',));('Connaissance', 'de', 'l', 'environnement');('Connaissance', 'environnement');0
1562;(('TOPONYME', 'NUM'), ('nmod',));('Conségudes', '30');('Conségudes', '30');0
1561;(('TOPONYME', 'NUM'), ('nmod',));('CONSÉGUDES', '(', 'arrière pays', ')', '30');('CONSÉGUDES', '30');0
2663;(('NOUN', 'TOPONYME'), ('root',));('ANTIBES', 'CONSTANCE');('CONSTANCE', 'ANTIBES');0
533;(('ADJ', 'NOUN', 'EG'), ('root', 'conj'));('résidence', 'de', 'très', 'grande', 'qualité', 'avec', 'piscine', 'chauffée', 'et', 'une', 'vue', 'à', '180', 'e', 'sur', 'la', 'mer', 'et', 'la', 'Principauté', 'de', 'MONACO', 'Idéal', 'investissement', 'Photos', 'non', 'contractuelles');('contractuelles', 'résidence', 'Principauté');0
537;(('ADJ', 'NOUN', 'ET'), ('root', 'conj'));('résidence', 'de', 'très', 'grande', 'qualité', 'avec', 'piscine', 'chauffée', 'et', 'une', 'vue', 'à', '180', 'e', 'sur', 'la', 'mer', 'et', 'la', 'Principauté', 'de', 'MONACO', 'Idéal', 'investissement', 'Photos', 'non', 'contractuelles');('contractuelles', 'résidence', 'vue');0
5910;(('ADJ', 'EG'), ('root',));('station village', ',', 'à', '1.600', 'mètres', 'd', 'altitude', ',', 'les', 'vacanciers', 'profitent', 'de', 'vacances', 'où', 'ski', ',', 'convivialité', ',', 'détente', 'et', 'divertissement', 'se', 'mêlent', 'harmonieusement', 'PHOTOS', 'NON', 'CONTRACTUELLES');('CONTRACTUELLES', 'station village');0
5930;(('ADJ', 'EG'), ('root',));('station village', ',', 'à', '1.600', 'mètres', 'd', 'altitude', ',', 'les', 'vacanciers', 'profitent', 'de', 'vacances', 'où', 'ski', ',', 'convivialité', ',', 'détente', 'et', 'divertissement', 'se', 'mêlent', 'harmonieusement', 'PHOTOS', 'NON', 'CONTRACTUELLES');('CONTRACTUELLES', 'station village');0
5914;(('ADJ', 'EG', 'ET'), ('root', 'nmod'));('station village', ',', 'à', '1.600', 'mètres', 'd', 'altitude', ',', 'les', 'vacanciers', 'profitent', 'de', 'vacances', 'où', 'ski', ',', 'convivialité', ',', 'détente', 'et', 'divertissement', 'se', 'mêlent', 'harmonieusement', 'PHOTOS', 'NON', 'CONTRACTUELLES');('CONTRACTUELLES', 'station village', 'mètres');0
5934;(('ADJ', 'EG', 'ET'), ('root', 'nmod'));('station village', ',', 'à', '1.600', 'mètres', 'd', 'altitude', ',', 'les', 'vacanciers', 'profitent', 'de', 'vacances', 'où', 'ski', ',', 'convivialité', ',', 'détente', 'et', 'divertissement', 'se', 'mêlent', 'harmonieusement', 'PHOTOS', 'NON', 'CONTRACTUELLES');('CONTRACTUELLES', 'station village', 'mètres');0
5994;(('NOUN', 'EG'), ('nmod',));('copropriété', 'de', 'la', 'Baie');('copropriété', 'Baie');0
4560;(('NOUN', 'EG'), ('conj',));('copropriété', 'et', 'rue');('copropriété', 'rue');0
1570;(('NOUN', 'TOPONYME'), ('appos',));('copropriété', 'récente', 'SAINT ANDRÉ');('copropriété', 'SAINT ANDRÉ');0
1076;(('TOPONYME', 'NOUN'), ('nmod',));('Corniche Fleurie', ',', 'dans', 'une', 'résidence');('Corniche Fleurie', 'résidence');0
1360;(('TOPONYME', 'NOUN'), ('nmod',));('Corniche Fleurie', ',', 'dans', 'une', 'résidence');('Corniche Fleurie', 'résidence');0
1077;(('TOPONYME', 'NOUN', 'NUM'), ('nmod', 'nmod'));('Corniche Fleurie', ',', 'dans', 'une', 'résidence', 'de', 'standing', 'de', '2017');('Corniche Fleurie', 'résidence', '2017');0
1361;(('TOPONYME', 'NOUN', 'NUM'), ('nmod', 'nmod'));('Corniche Fleurie', ',', 'dans', 'une', 'résidence', 'de', 'standing', 'de', '2017');('Corniche Fleurie', 'résidence', '2017');0
102;(('ADJ', 'TOPONYME'), ('nmod',));('cotés', 'de', 'Cannes');('cotés', 'Cannes');0
1607;(('ET', 'EG', 'ADJ'), ('nmod', 'amod'));('cote', 'de', 'la', 'célèbre', 'place');('cote', 'place', 'célèbre');0
5881;(('NOUN', 'EG'), ('nmod',));('Coup', 'de', 'Coeur', ',', 'à', 'le', 'centre ville');('Coup', 'centre ville');0
5966;(('NOUN', 'TOPONYME'), ('nmod',));('coup', 'd', 'oeil', 'privilégié', 'sur', 'le', 'célèbre', 'Monte Carlo');('coup', 'Monte Carlo');0
2128;(('NOUN', 'TOPONYME'), ('obl:mod',));('Grasses', ',', 'c', 'est', 'un', 'couple');('couple', 'Grasses');0
1906;(('EG', 'ADJ'), ('amod',));('Cour', 'Saleya', 'rénové');('Cour', 'rénové');0
1274;(('TOPONYME', 'ET', 'NUM'), ('nmod', 'nummod'));('cours Saleya', 'à', '50', 'mètres');('cours Saleya', 'mètres', '50');0
5597;(('EG', 'NOUN'), ('conj',));('Crèches', ',', 'écoles maternelles et élémentaires', ',', 'collège', ',', 'parc des sports', ',', 'skate Park', ',', 'salle de spectacles', ',', 'médiathèque', 'et', 'cinéma');('Crèches', 'cinéma');0
5260;(('TOPONYME', 'ADJ'), ('amod',));('Croisette', 'Agréable');('Croisette', 'Agréable');0
5380;(('TOPONYME', 'ADJ'), ('amod',));('Croisette', 'Agréable');('Croisette', 'Agréable');0
5261;(('TOPONYME', 'ADJ', 'ADJ'), ('amod', 'conj'));('Croisette', 'Agréable', 'et', 'lumineuse');('Croisette', 'Agréable', 'lumineuse');1
5381;(('TOPONYME', 'ADJ', 'ADJ'), ('amod', 'conj'));('Croisette', 'Agréable', 'et', 'lumineuse');('Croisette', 'Agréable', 'lumineuse');1
4782;(('TOPONYME', 'ADJ'), ('amod',));('Croisette', 'facile');('Croisette', 'facile');0
164;(('TOPONYME', 'ET', 'NUM'), ('appos', 'nummod'));('Croisette', 'de', 'Cannes', ':', '4', 'km');('Croisette', 'km', '4');0
1086;(('TOPONYME', 'ET', 'NUM'), ('nmod', 'nummod'));('Croisette', 'et', 'la', 'plage', 'à', '150', 'mètres');('Croisette', 'mètres', '150');0
5258;(('TOPONYME', 'NOUN'), ('nmod',));('Croisette', 'Agréable', 'et', 'lumineuse', 'villa');('Croisette', 'villa');0
3842;(('TOPONYME', 'ADJ'), ('root',));('EXCEPTIONNELLE', 'VILLA', 'SUR', 'LE', 'TOIT', 'CROIX DES GARDES');('CROIX DES GARDES', 'EXCEPTIONNELLE');0
778;(('TOPONYME', 'NOUN'), ('nmod',));('m²', 'CROIX DES GARDES');('CROIX DES GARDES', 'm²');0
779;(('TOPONYME', 'NOUN'), ('appos',));('CROIX DES GARDES', 'CANNES', 'Authentique', 'maison');('CROIX DES GARDES', 'maison');0
780;(('TOPONYME', 'NOUN', 'ADJ'), ('appos', 'amod'));('CROIX DES GARDES', 'CANNES', 'Authentique', 'maison');('CROIX DES GARDES', 'maison', 'Authentique');0
2716;(('NOUN', 'TOPONYME'), ('nsubj',));('PALM BEACH', ',', 'entièrement', 'rénové', ',', 'charmant', 'appartement', 'de', '2', 'pièces', 'doté', 'd', 'un', 'séjour', 'ouvert', 'sur', 'un', 'terrasse', 'et', 'jardin', ',', 'orienté', 'sud', 'est', ',', 'cuisine');('cuisine', 'PALM BEACH');0
4943;(('NOUN', 'TOPONYME'), ('nsubj',));('PALM BEACH', ',', 'entièrement', 'rénové', ',', 'charmant', 'appartement', 'de', '2', 'pièces', 'doté', 'd', 'un', 'séjour', 'ouvert', 'sur', 'un', 'terrasse', 'et', 'jardin', ',', 'orienté', 'sud', 'est', ',', 'cuisine');('cuisine', 'PALM BEACH');0
296;(('NOUN', 'TOPONYME'), ('conj',));('cuisine', 'indépendante', 'Magnifique', 'vue', 'mer', 'et', 'Suquet');('cuisine', 'Suquet');0
6430;(('NOUN', 'EG'), ('nmod',));('Début', 'Bd');('Début', 'Bd');0
445;(('ET', 'EG', 'NUM'), ('nmod', 'conj'));('Début', 'Route', 'de', 'Bellet', ',', '10', 'min', 'à', 'pied', 'Fac', 'de', 'les Lettres', ',', '19');('Début', 'Route', '19');0
1105;(('ADJ', 'NOUN', 'ET'), ('root', 'nmod'));('Balconnets', 'avec', 'une', 'superbe', 'vue', 'dégagée');('dégagée', 'Balconnets', 'vue');0
3597;(('ADJ', 'EG'), ('obl:mod',));('dégagée', 'sur', 'les', 'collines');('dégagée', 'collines');0
2096;(('ADJ', 'EG'), ('obl:mod',));('dégagée', 'sur', 'les', 'jardins');('dégagée', 'jardins');0
6239;(('ADJ', 'EG'), ('conj',));('dégagée', 'et', 'mer');('dégagée', 'mer');0
5602;(('ADJ', 'EG'), ('obl:mod',));('dégagée', 'sur', 'les', 'montagnes');('dégagée', 'montagnes');0
6149;(('ADJ', 'TOPONYME'), ('obl:mod',));('dégagée', 'À', 'Nice');('dégagée', 'Nice');0
450;(('ADJ', 'EG'), ('obl:mod',));('dégagée', 'sur', 'la', 'verdure');('dégagée', 'verdure');0
2620;(('ADJ', 'EG'), ('obl:mod',));('dégagée', 'sur', 'la', 'verdure');('dégagée', 'verdure');0
3522;(('ADJ', 'EG'), ('obl:mod',));('dégagée', 'sur', 'la', 'verdure');('dégagée', 'verdure');0
3607;(('ADJ', 'ET'), ('nsubj',));('vue', 'est', 'dégagée');('dégagée', 'vue');1
3430;(('EG', 'ET', 'NUM'), ('nmod', 'nummod'));('départs fréquents', '(', 'toutes', 'les', '15', 'minutes');('départs fréquents', 'minutes', '15');0
1107;(('TOPONYME', 'NOUN'), ('appos',));('DANYS', 'Le Cannet', 'centre', ',', 'proche', 'rond point', 'Grande Bretagne', ',', 'bel', 'appartement');('DANYS', 'appartement');0
1108;(('TOPONYME', 'NOUN', 'NUM'), ('appos', 'nmod'));('DANYS', 'Le Cannet', 'centre', ',', 'proche', 'rond point', 'Grande Bretagne', ',', 'bel', 'appartement', '2');('DANYS', 'appartement', '2');0
4825;(('TOPONYME', 'NOUN'), ('nmod',));('DANYS', 'AU', 'CALME');('DANYS', 'CALME');0
4826;(('TOPONYME', 'NOUN'), ('appos',));('DANYS', 'AU', 'CALME', ':', '3', 'pièces');('DANYS', 'pièces');0
4827;(('TOPONYME', 'NOUN', 'NUM'), ('appos', 'nummod'));('DANYS', 'AU', 'CALME', ':', '3', 'pièces');('DANYS', 'pièces', '3');0
3995;(('TOPONYME', 'NOUN'), ('flat:name',));('DELILLE', 'Studio');('DELILLE', 'Studio');0
3621;(('NOUN', 'TOPONYME'), ('appos',));('DEMANDE', 'Nice');('DEMANDE', 'Nice');0
5715;(('NOUN', 'TOPONYME'), ('appos',));('DEMANDE', 'Nice');('DEMANDE', 'Nice');0
5723;(('TOPONYME', 'NUM'), ('nmod',));('DESAMBROIS', '3');('DESAMBROIS', '3');0
6225;(('NOUN', 'EG'), ('nmod',));('DESCENDRE', 'VERS', 'LES', 'COMMERCES');('DESCENDRE', 'COMMERCES');0
5257;(('NOUN', 'EG'), ('obj',));('Desservi', 'bus scolaire');('Desservi', 'bus scolaire');0
5378;(('NOUN', 'EG'), ('obj',));('Desservi', 'bus scolaire');('Desservi', 'bus scolaire');0
4236;(('NUM', 'NOUN', 'ET'), ('nmod', 'appos'));('DEUX', 'PIECES', 'MEUBLEES', 'DE', '33', 'm²', 'EN', 'ETAGE', 'DANS', 'IMMEUBLE', 'BOURGEOIS', ',', 'VUE');('DEUX', 'IMMEUBLE', 'VUE');0
5603;(('NUM', 'EG'), ('nmod',));('deux', 'avec', 'vue', 'sur', 'les', 'montagnes');('deux', 'montagnes');0
5587;(('NUM', 'EG'), ('nmod',));('deux', 'de', 'la', 'place');('deux', 'place');0
5589;(('NUM', 'EG', 'TOPONYME'), ('nmod', 'appos'));('deux', 'de', 'la', 'place', 'st Roch');('deux', 'place', 'st Roch');0
2587;(('NUM', 'NOUN', 'EG'), ('nmod', 'appos'));('DEUX', 'PIECES', 'MEUBLEES', 'DE', '58', 'm²', 'AVEC', 'TERRASSE', 'DE', '10', 'm²', 'VUE', 'MER');('DEUX', 'TERRASSE', 'MER');0
5131;(('NUM', 'NOUN', 'ET'), ('nmod', 'appos'));('deux', 'avec', 'accès', 'a', 'la', 'terrasse', 'VUE');('deux', 'terrasse', 'VUE');0
5611;(('NUM', 'ET'), ('nmod',));('deux', 'avec', 'vue');('deux', 'vue');0
1919;(('NOUN', 'EG'), ('conj',));('Direct', 'particulier', ',', 'Pégomas', 'à', 'le', '1276', 'avenue', 'de', 'Grasse', ',', 'jolie', 'villa', 'discrètement', 'jumelée', ',', '4P', 'de', '81', 'm²', 'sur', '450', 'm²', 'de', 'terrain', 'sur', 'les', 'hauteurs', ',', 'vue', 'mer', 'et', 'collines');('Direct', 'collines');0
1923;(('NOUN', 'TOPONYME'), ('conj',));('Direct', 'particulier', ',', 'Pégomas');('Direct', 'Pégomas');0
232;(('ADJ', 'ADJ', 'TOPONYME'), ('conj', 'obl:mod'));('disponible', 'à', 'l', 'intérieur', 'de', 'la', 'résidence', '.', '.', 'Bien', 'unique', 'sur', 'Cannes');('disponible', 'unique', 'Cannes');0
229;(('NOUN', 'TOPONYME'), ('nmod',));('domaine', 'de', 'Cannes');('domaine', 'Cannes');0
3394;(('NOUN', 'TOPONYME'), ('nmod',));('domaine', 'privé', 'de', 'Falicon');('domaine', 'Falicon');0
1667;(('NOUN', 'TOPONYME'), ('nmod',));('DOMAINE', 'PRIVÉE', 'DE', 'GAIRAULT');('DOMAINE', 'GAIRAULT');0
1454;(('NOUN', 'TOPONYME'), ('nmod',));('domaine', 'très', 'recherché', 'à', 'Mougins');('domaine', 'Mougins');0
2787;(('NOUN', 'TOPONYME'), ('nmod',));('domaine', 'très', 'recherché', 'à', 'Mougins');('domaine', 'Mougins');0
765;(('NOUN', 'TOPONYME'), ('nmod',));('Domaine', 'prestigieux', 'de', 'Saint Basile');('Domaine', 'Saint Basile');1
5171;(('NOUN', 'TOPONYME'), ('nmod',));('domaine', 'à', 'Valbonne');('domaine', 'Valbonne');0
4012;(('NOUN', 'EG'), ('nmod',));('domaine', 'avec', 'vue', 'sur', 'le', 'village');('domaine', 'village');0
753;(('NOUN', 'EG'), ('nmod',));('douceur', 'de', 'vivre', 'de', 'ce', 'quartier');('douceur', 'quartier');1
4562;(('NOUN', 'EG'), ('nmod',));('douceur', 'de', 'vivre', 'de', 'ce', 'quartier');('douceur', 'quartier');1
1907;(('NOUN', 'EG'), ('appos',));('duplex', 'Cour');('duplex', 'Cour');0
5453;(('NOUN', 'EG'), ('nmod',));('Duplex', 'à', 'deux', 'pas', 'des', 'plages');('Duplex', 'plages');0
5325;(('NOUN', 'TOPONYME'), ('nmod',));('echange', 'f3', 'à', 'le', 'moulins');('echange', 'moulins');0
4106;(('ADJ', 'EG'), ('flat:name',));('ECHAPPEE', 'MER');('ECHAPPEE', 'MER');0
877;(('EG', 'ET', 'NUM'), ('nmod', 'nummod'));('Ecole supérieure de commerce', 'à', '10', 'minutes');('Ecole supérieure de commerce', 'minutes', '10');0
6384;(('TOPONYME', 'NOUN'), ('appos',));('EDONICE', ',', 'votre', 'nouvelle', 'résidence');('EDONICE', 'résidence');0
6401;(('TOPONYME', 'NOUN'), ('appos',));('EDONICE', ',', 'votre', 'nouvelle', 'résidence');('EDONICE', 'résidence');0
6418;(('TOPONYME', 'NOUN'), ('appos',));('EDONICE', ',', 'votre', 'nouvelle', 'résidence');('EDONICE', 'résidence');0
6386;(('TOPONYME', 'NOUN', 'ADJ'), ('appos', 'amod'));('EDONICE', ',', 'votre', 'nouvelle', 'résidence', 'neuve');('EDONICE', 'résidence', 'neuve');0
6385;(('TOPONYME', 'NOUN', 'ADJ'), ('appos', 'amod'));('EDONICE', ',', 'votre', 'nouvelle', 'résidence');('EDONICE', 'résidence', 'nouvelle');0
2691;(('EG', 'ADJ'), ('amod',));('Eglise', 'Orthodoxe');('Eglise', 'Orthodoxe');1
4621;(('EG', 'ADJ'), ('amod',));('Eglise', 'Orthodoxe');('Eglise', 'Orthodoxe');1
2524;(('EG', 'ADJ'), ('amod',));('EGLISE', 'RUSSE');('EGLISE', 'RUSSE');1
5814;(('EG', 'NUM'), ('nmod',));('Emplacement', 'de', '1');('Emplacement', '1');0
5492;(('EG', 'ET', 'ADJ'), ('conj', 'amod'));('Emplacement', 'idéal', 'avec', 'les', 'COMMERCES', 'à', 'proximité', ',', 'un', 'accès', 'direct');('Emplacement', 'accès', 'direct');0
6517;(('EG', 'ET', 'ADJ'), ('conj', 'amod'));('Emplacement', 'idéal', 'avec', 'les', 'COMMERCES', 'à', 'proximité', ',', 'un', 'accès', 'direct');('Emplacement', 'accès', 'direct');0
2191;(('EG', 'NOUN'), ('nmod',));('emplacement', 'de', 'ce', 'joli', 'appartement');('emplacement', 'appartement');0
5811;(('EG', 'NOUN'), ('nmod',));('Emplacement', 'de', '1', 'er', 'choix', 'pour', 'cet', 'appartement');('Emplacement', 'appartement');0
6626;(('EG', 'NOUN'), ('nmod',));('emplacement', 'exceptionnel', 'pour', 'ce', 'splendide', 'appartement');('emplacement', 'appartement');0
2192;(('EG', 'NOUN', 'ADJ'), ('nmod', 'amod'));('emplacement', 'de', 'ce', 'joli', 'appartement');('emplacement', 'appartement', 'joli');0
6628;(('EG', 'NOUN', 'ADJ'), ('nmod', 'amod'));('emplacement', 'exceptionnel', 'pour', 'ce', 'splendide', 'appartement');('emplacement', 'appartement', 'splendide');0
1448;(('EG', 'ADJ'), ('amod',));('Bel', 'emplacement');('emplacement', 'Bel');1
2781;(('EG', 'ADJ'), ('amod',));('Bel', 'emplacement');('emplacement', 'Bel');1
6488;(('EG', 'ADJ'), ('amod',));('Bel', 'emplacement');('emplacement', 'Bel');1
2887;(('EG', 'NOUN'), ('conj',));('emplacement', 'central', ',', 'sa', 'LUMINOSITÉ', ',', 'le', 'CALME');('emplacement', 'CALME');0
3001;(('EG', 'NOUN'), ('nmod',));('emplacement', 'idéal', 'pour', 'ce', '2', 'pièces', 'en', 'rez', 'de', 'chaussée', ',', 'à', 'le', 'calme');('emplacement', 'calme');1
3003;(('EG', 'NOUN', 'ADJ'), ('nmod', 'amod'));('emplacement', 'idéal', 'pour', 'ce', '2', 'pièces', 'en', 'rez', 'de', 'chaussée', ',', 'à', 'le', 'calme', 'absolu');('emplacement', 'calme', 'absolu');0
89;(('EG', 'ADJ'), ('amod',));('emplacement', 'central');('emplacement', 'central');1
2890;(('EG', 'ADJ'), ('amod',));('emplacement', 'central');('emplacement', 'central');1
6594;(('EG', 'ADJ'), ('amod',));('Emplacement', 'central');('Emplacement', 'central');1
86;(('EG', 'NOUN'), ('nmod',));('emplacement', 'central', 'de', 'premier', 'choix');('emplacement', 'choix');0
5810;(('EG', 'NOUN'), ('nmod',));('Emplacement', 'de', '1', 'er', 'choix');('Emplacement', 'choix');1
90;(('EG', 'NOUN', 'ADJ'), ('nmod', 'amod'));('emplacement', 'central', 'de', 'premier', 'choix');('emplacement', 'choix', 'premier');0
